Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
users,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/userid,u2base,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/userid
users,u_gender,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/u_gender,actors,a_gender,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/actors.csv/a_gender
u2base,rating,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/rating,users,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/userid
u2base,rating,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/rating,users,occupation,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/occupation
u2base,rating,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/rating,u2base,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/userid
u2base,rating,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/rating,directors,d_quality,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/directors.csv/d_quality
u2base,rating,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/rating,actors,a_quality,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/actors.csv/a_quality
u2base,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/userid,users,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/userid
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,users,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/userid
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,users,occupation,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/occupation
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,u2base,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/userid
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,u2base,rating,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/u2base.csv/rating
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,directors,d_quality,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/directors.csv/d_quality
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,directors,avg_revenue,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/directors.csv/avg_revenue
movies,year,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/year,actors,a_quality,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/actors.csv/a_quality
movies2actors,cast_num,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2actors.csv/cast_num,movies,runningtime,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/runningtime
movies2actors,cast_num,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2actors.csv/cast_num,directors,d_quality,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/directors.csv/d_quality
movies2actors,cast_num,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2actors.csv/cast_num,directors,avg_revenue,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/directors.csv/avg_revenue
movies2actors,cast_num,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2actors.csv/cast_num,actors,a_quality,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/actors.csv/a_quality
movies2directors,directorid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2directors.csv/directorid,directors,directorid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/directors.csv/directorid
movies2actors,actorid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2actors.csv/actorid,actors,actorid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/actors.csv/actorid
movies2actors,movieid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies2actors.csv/movieid,movies,movieid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/movies.csv/movieid
users,age,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/age,users,userid,http://kglids.org/resource/FKC/CompleteMovieLens/dataResource/users.csv/userid
