Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY,partsupp,PS_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_SUPPKEY
supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY,lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY
supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
nation,N_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_NATIONKEY,supplier,S_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_NATIONKEY
nation,N_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_NATIONKEY,customer,C_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_NATIONKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,supplier,S_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_NATIONKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,partsupp,PS_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_SUPPKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,orders,O_ORDERKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/orders.csv/O_ORDERKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,nation,N_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_NATIONKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
lineitem,L_LINENUMBER,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINENUMBER,customer,C_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_NATIONKEY
orders,O_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/orders.csv/O_CUSTKEY,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
orders,O_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/orders.csv/O_CUSTKEY,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
orders,O_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/orders.csv/O_CUSTKEY,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,partsupp,PS_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_SUPPKEY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY
part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
nation,N_REGIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_REGIONKEY,supplier,S_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_NATIONKEY
nation,N_REGIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_REGIONKEY,region,R_REGIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/region.csv/R_REGIONKEY
nation,N_REGIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_REGIONKEY,nation,N_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_NATIONKEY
nation,N_REGIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_REGIONKEY,customer,C_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_NATIONKEY
customer,C_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_NATIONKEY,supplier,S_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_NATIONKEY
customer,C_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_NATIONKEY,nation,N_NATIONKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/nation.csv/N_NATIONKEY
lineitem,L_ORDERKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_ORDERKEY,orders,O_ORDERKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/orders.csv/O_ORDERKEY
lineitem,L_TAX,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_TAX,lineitem,L_DISCOUNT,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_DISCOUNT
lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY,supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY
lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY,partsupp,PS_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_SUPPKEY
lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
lineitem,L_LINESTATUS,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_LINESTATUS,orders,O_ORDERSTATUS,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/orders.csv/O_ORDERSTATUS
lineitem,L_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_PARTKEY,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
lineitem,L_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_PARTKEY,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,partsupp,PS_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_SUPPKEY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,part,P_SIZE,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_SIZE
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY
lineitem,L_QUANTITY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_QUANTITY,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY,supplier,S_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/supplier.csv/S_SUPPKEY
partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY,partsupp,PS_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_PARTKEY
partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY,partsupp,PS_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_SUPPKEY
partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY,part,P_PARTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/part.csv/P_PARTKEY
partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY,lineitem,L_SUPPKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/lineitem.csv/L_SUPPKEY
partsupp,PS_AVAILQTY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/partsupp.csv/PS_AVAILQTY,customer,C_CUSTKEY,http://kglids.org/resource/FKC/CompleteTPC-H/dataResource/customer.csv/C_CUSTKEY
