Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
mailings3,REFID,http://kglids.org/resource/kaggle/SAP/dataResource/mailings3.csv/REFID,Sales,EVENTID,http://kglids.org/resource/kaggle/SAP/dataResource/Sales.csv/EVENTID
mailings3,REFID,http://kglids.org/resource/kaggle/SAP/dataResource/mailings3.csv/REFID,Sales,REFID,http://kglids.org/resource/kaggle/SAP/dataResource/Sales.csv/REFID
mailings3,REFID,http://kglids.org/resource/kaggle/SAP/dataResource/mailings3.csv/REFID,Customers,ID,http://kglids.org/resource/kaggle/SAP/dataResource/Customers.csv/ID
Mailings1_2,KxIndex,http://kglids.org/resource/kaggle/SAP/dataResource/Mailings1_2.csv/KxIndex,Sales,EVENTID,http://kglids.org/resource/kaggle/SAP/dataResource/Sales.csv/EVENTID
Mailings1_2,KxIndex,http://kglids.org/resource/kaggle/SAP/dataResource/Mailings1_2.csv/KxIndex,Sales,REFID,http://kglids.org/resource/kaggle/SAP/dataResource/Sales.csv/REFID
Mailings1_2,KxIndex,http://kglids.org/resource/kaggle/SAP/dataResource/Mailings1_2.csv/KxIndex,Customers,ID,http://kglids.org/resource/kaggle/SAP/dataResource/Customers.csv/ID
Demog,A_VAR13,http://kglids.org/resource/kaggle/SAP/dataResource/Demog.csv/A_VAR13,Customers,DATA2,http://kglids.org/resource/kaggle/SAP/dataResource/Customers.csv/DATA2
Demog,A_VAR9,http://kglids.org/resource/kaggle/SAP/dataResource/Demog.csv/A_VAR9,Customers,DATA2,http://kglids.org/resource/kaggle/SAP/dataResource/Customers.csv/DATA2
Customers,GEOID,http://kglids.org/resource/kaggle/SAP/dataResource/Customers.csv/GEOID,Sales,EVENTID,http://kglids.org/resource/kaggle/SAP/dataResource/Sales.csv/EVENTID
Customers,GEOID,http://kglids.org/resource/kaggle/SAP/dataResource/Customers.csv/GEOID,Sales,REFID,http://kglids.org/resource/kaggle/SAP/dataResource/Sales.csv/REFID
