Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
teams,year,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/year,players_teams,id,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/id
teams,year,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/year,players_teams,year,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/year
teams,year,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/year,players_teams,minutes,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/minutes
teams,year,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/year,awards_players,year,http://kglids.org/resource/kaggle/Basketball_men/dataResource/awards_players.csv/year
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,rank,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/rank
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,confRank,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/confRank
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,homeWon,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/homeWon
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,homeLost,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/homeLost
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,awayWon,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/awayWon
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,awayLost,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/awayLost
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,neutWon,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/neutWon
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,neutLoss,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/neutLoss
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,divWon,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/divWon
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,divLoss,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/divLoss
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,won,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/won
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,teams,lost,http://kglids.org/resource/kaggle/Basketball_men/dataResource/teams.csv/lost
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,players_teams,GP,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/GP
players_teams,stint,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/stint,players_teams,GS,http://kglids.org/resource/kaggle/Basketball_men/dataResource/players_teams.csv/GS
