Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
target_churn,ACC_KEY,http://kglids.org/resource/kaggle/cs/dataResource/target_churn.csv/ACC_KEY,ACCOUNTS,ACC_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNTS.csv/ACC_KEY
ACCOUNT_TRANSACTIONS,ACTRNTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACTRNTP_KEY,ACCOUNT_TRANSACT_TYPES,ACTRNTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACT_TYPES.csv/ACTRNTP_KEY
ACCOUNT_TRANSACTIONS,ACCTRN_TAX_FLAG,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTRN_TAX_FLAG,ACCOUNT_TRANSACTIONS,ACCTRN_CASH_FLAG,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTRN_CASH_FLAG
ACCOUNT_TRANSACTIONS,ACCTRN_TAX_FLAG,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTRN_TAX_FLAG,ACCOUNT_TRANSACTIONS,ACCTRN_INTEREST_FLAG,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTRN_INTEREST_FLAG
ACCOUNT_TRANSACTIONS,ACCTRN_TAX_FLAG,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTRN_TAX_FLAG,ACCOUNT_TRANSACTIONS,ACCTRN_FEE_FLAG,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTRN_FEE_FLAG
ACCOUNTS,PROD_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNTS.csv/PROD_KEY,PRODUCTS,PROD_KEY,http://kglids.org/resource/kaggle/cs/dataResource/PRODUCTS.csv/PROD_KEY
ACCOUNTS,ORG_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNTS.csv/ORG_KEY,ORGANIZATIONS,ORG_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ORGANIZATIONS.csv/ORG_KEY
ACCOUNT_TRANSACTIONS,ACCTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTP_KEY,ACCOUNTS,ACCTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNTS.csv/ACCTP_KEY
ACCOUNT_TRANSACTIONS,ACCTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTP_KEY,ACCOUNT_TYPES,ACCTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TYPES.csv/ACCTP_KEY
ACCOUNT_TRANSACTIONS,ACCTP_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTP_KEY,ACCOUNT_TRANSACTIONS,ACCTP_OTHER_ACCOUNT_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACCTP_OTHER_ACCOUNT_KEY
PARTIES,PT_UNIFIED_KEY,http://kglids.org/resource/kaggle/cs/dataResource/PARTIES.csv/PT_UNIFIED_KEY,ACCOUNTS,PT_UNIFIED_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNTS.csv/PT_UNIFIED_KEY
PARTIES,ORG_KEY,http://kglids.org/resource/kaggle/cs/dataResource/PARTIES.csv/ORG_KEY,ORGANIZATIONS,ORG_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ORGANIZATIONS.csv/ORG_KEY
ACCOUNT_TRANSACTIONS,ACC_OTHER_ACCOUNT_KEY,http://kglids.org/resource/kaggle/cs/dataResource/ACCOUNT_TRANSACTIONS.csv/ACC_OTHER_ACCOUNT_KEY,target_churn,ACC_KEY,http://kglids.org/resource/kaggle/cs/dataResource/target_churn.csv/ACC_KEY
