Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_drug,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_drug.csv/drug_id
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_bond,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_bond.csv/drug_id
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_bond_count,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_bond_count.csv/Arg0
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_atm,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm.csv/drug_id
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_atm_min_charge,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_min_charge.csv/Arg0
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_atm_max_charge,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_max_charge.csv/Arg0
pte_sulfide,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_sulfide.csv/Arg0,pte_atm_count,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_count.csv/Arg0
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_drug,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_drug.csv/drug_id
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_bond,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_bond.csv/drug_id
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_bond_count,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_bond_count.csv/Arg0
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_atm,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm.csv/drug_id
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_atm_min_charge,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_min_charge.csv/Arg0
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_atm_max_charge,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_max_charge.csv/Arg0
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_atm_count,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_count.csv/Arg0
pte_imine,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_imine.csv/Arg0,pte_active,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_active.csv/drug_id
pte_atm_max_charge,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_max_charge.csv/Arg0,pte_drug,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_drug.csv/drug_id
pte_atm_max_charge,Arg0,http://kglids.org/resource/kaggle/PTE/dataResource/pte_atm_max_charge.csv/Arg0,pte_bond,drug_id,http://kglids.org/resource/kaggle/PTE/dataResource/pte_bond.csv/drug_id
