Foreign_table,Foreign_key,A,Primary_table,Primary_key,B
river,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/river.csv/Name,geo_river,River,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_river.csv/River
geo_sea,Sea,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_sea.csv/Sea,sea,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/sea.csv/Name
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
borders,Country2,http://kglids.org/resource/kaggle/Mondial/dataResource/borders.csv/Country2,city,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/city.csv/Country
geo_estuary,Province,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Province,province,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Name
islandIn,Island,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/Island,island,Name,http://kglids.org/resource/kaggle/Mondial/dataResource/island.csv/Name
islandIn,Island,http://kglids.org/resource/kaggle/Mondial/dataResource/islandIn.csv/Island,geo_island,Island,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_island.csv/Island
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,province,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/province.csv/Country
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,population,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/population.csv/Country
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,politics,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/politics.csv/Country
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,Independent_Countries,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Independent_Countries.csv/Code
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,geo_river,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_river.csv/Country
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,encompasses,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/encompasses.csv/Country
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,country,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/country.csv/Code
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,Country2Continent,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country2Continent.csv/Code
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,economy,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/economy.csv/Country
geo_estuary,Country,http://kglids.org/resource/kaggle/Mondial/dataResource/geo_estuary.csv/Country,Country_Full,Code,http://kglids.org/resource/kaggle/Mondial/dataResource/Country_Full.csv/Code
