,F1,F2,F3,F4,F5,F6,F8,F9,F10,Has_pk_fk_relation
0,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,0.0,0,1,5.483870967741936,1
1,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,0.0,0,1,150.27419354838707,0
2,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,1.0,0,0,5.483870967741936,0
3,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,0.0,0,1,148.20967741935485,0
4,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,1.0,0,0,5.483870967741936,0
5,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,1.0,0,0,5.483870967741936,0
6,0.6774193548387096,0.0,0.02857142857142857,0.5384615384615384,1.0,1.0,0,0,5.483870967741936,0
7,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,0.0,0,1,20.0,1
8,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,0.0,0,1,548.0588235294117,0
9,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,20.0,0
10,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,0.0,0,1,540.5294117647059,0
11,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,20.0,0
12,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,20.0,0
13,0.6470588235294117,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,20.0,0
14,0.6470588235294117,0.0,0.0,0.6153846153846154,0.08571428571428572,0.0,0,1,17.58823529411765,0
15,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,0,1,1.0,1
16,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,0,1,27.402941176470588,0
17,1.0,1.0,1.0,0.46153846153846156,1.0,1.0,0,0,1.0,0
18,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,0,1,27.02647058823529,0
19,1.0,1.0,1.0,0.46153846153846156,1.0,1.0,0,0,1.0,0
20,1.0,1.0,1.0,0.46153846153846156,1.0,1.0,0,0,1.0,0
21,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,0,1,1.0,1
22,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,0,1,27.402941176470588,0
23,1.0,1.0,1.0,0.46153846153846156,1.0,0.0,0,1,27.02647058823529,0
24,1.0,1.0,1.0,0.46153846153846156,1.0,1.0,0,0,1.0,0
25,1.0,1.0,1.0,0.46153846153846156,1.0,1.0,0,0,1.0,0
26,1.0,1.0,1.0,0.46153846153846156,1.0,1.0,0,0,1.0,0
27,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,0.0,0,1,0.7623318385650224,1
28,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,0.0,0,1,20.890134529147986,0
29,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,1.0,0,0,0.7623318385650224,0
30,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,0.0,0,1,20.603139013452918,0
31,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,1.0,0,0,0.7623318385650224,0
32,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,1.0,0,0,0.7623318385650224,0
33,0.5470852017937219,0.705,0.11428571428571428,0.5384615384615384,1.0,1.0,0,0,0.7623318385650224,0
34,1.0,0.0,0.0,0.6923076923076923,0.08571428571428572,1.0,0,0,2.0526315789473686,0
35,1.0,0.0,0.0,0.6923076923076923,0.08571428571428572,1.0,0,0,2.0526315789473686,0
36,1.0,0.0,0.0,0.6923076923076923,1.0,0.0,0,1,17.894736842105264,1
37,1.0,0.0,0.0,0.6923076923076923,1.0,0.0,0,1,490.3684210526316,0
38,1.0,0.0,0.0,0.6923076923076923,1.0,1.0,0,0,17.894736842105264,0
39,1.0,0.0,0.0,0.6923076923076923,1.0,0.0,0,1,483.6315789473684,0
40,1.0,0.0,0.0,0.6923076923076923,1.0,1.0,0,0,17.894736842105264,0
41,1.0,0.0,0.0,0.6923076923076923,1.0,1.0,0,0,17.894736842105264,0
42,1.0,0.0,0.0,0.6923076923076923,1.0,1.0,0,0,17.894736842105264,0
43,1.0,0.0,0.0,0.6153846153846154,1.0,0.0,0,1,2.098765432098765,1
44,1.0,0.0,0.0,0.6153846153846154,1.0,0.0,0,1,57.51234567901234,0
45,1.0,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,2.098765432098765,0
46,1.0,0.0,0.0,0.6153846153846154,1.0,0.0,0,1,56.72222222222222,0
47,1.0,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,2.098765432098765,0
48,1.0,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,2.098765432098765,0
49,1.0,0.0,0.0,0.6153846153846154,1.0,1.0,0,0,2.098765432098765,0
50,1.0,0.0,0.0,0.6153846153846154,0.08571428571428572,0.0,0,1,1.8456790123456792,0
51,0.625,0.0,0.0,1.0,0.11428571428571428,0.0,0,0,55.75,0
52,0.625,0.0,0.0,1.0,0.05714285714285714,0.0,0,0,45.625,0
