,Foreign_table,Foreign_key,Primary_table,Primary_key,F1,F2,F3,F4,F5,F6,F8,F9,F10
0,statement,statement_no,charge,charge_no,1.0,0.981,1.0,0.013513513513513514,1.0,0,0,0,80.0
1,payment,statement_no,charge,statement_no,6.42921435e-05,0.986,0.631578947368421,0.013513513513513514,0.6410256410256411,0,0,0,102.86742960010287
2,corporation,country,statement,statement_no,0.0,0.0,0.6052631578947368,1.0,0.9743589743589743,0,0,0,0.0
3,corporation,country,statement,member_no,0.0,0.0,0.6052631578947368,1.0,0.9230769230769231,0,0,0,0.0
4,corporation,country,statement,statement_dt,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
5,corporation,country,statement,due_dt,0.0,0.0,0.6052631578947368,1.0,0.6410256410256411,0,0,0,0.0
6,corporation,country,statement,statement_amt,0.0,0.0,0.6052631578947368,1.0,0.6923076923076923,0,0,0,0.0
7,corporation,country,statement,statement_code,0.0,0.0,0.6052631578947368,1.0,0.5897435897435898,0,0,0,0.0
8,corporation,country,status,status_code,0.0,0.0,0.6052631578947368,1.0,0.5897435897435898,0,0,0,0.0
9,corporation,country,status,status_desc,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
10,corporation,country,region,region_no,0.0,0.0,0.6052631578947368,1.0,0.6923076923076923,0,0,0,0.0
11,corporation,country,region,region_name,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
12,corporation,country,region,street,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
13,corporation,country,region,city,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
14,corporation,country,region,state_prov,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
15,corporation,country,region,country,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
16,corporation,country,region,mail_code,0.0,0.0,0.6052631578947368,1.0,0.5897435897435898,0,0,0,0.0
17,corporation,country,region,phone_no,0.0,0.0,0.6052631578947368,1.0,0.5897435897435898,0,0,0,0.0
18,corporation,country,region,region_code,0.0,0.0,0.6052631578947368,1.0,0.5897435897435898,0,0,0,0.0
19,corporation,country,provider,provider_no,0.0,0.0,0.6052631578947368,1.0,0.8205128205128205,0,0,0,0.0
20,corporation,country,provider,provider_name,0.0,0.0,0.6052631578947368,1.0,0.6153846153846154,0,0,0,0.0
21,corporation,country,provider,street,0.0,0.0,0.6052631578947368,1.0,0.7435897435897436,0,0,0,0.0
22,corporation,country,provider,city,0.0,0.0,0.6052631578947368,1.0,0.7435897435897436,0,0,0,0.0
23,corporation,country,provider,state_prov,0.0,0.0,0.6052631578947368,1.0,0.5897435897435898,0,0,0,0.0
