,Foreign_table,Foreign_key,Primary_table,Primary_key,F1,F2,F3,F4,F5,F6,F8,F9,F10
0,card,issued,trans,date,0.6804932735426008,0.0,0.0,0.09090909090909091,0.3,0,0,0,1057.7286995515697
1,loan,account_id,trans,account_id,1.0,0.997,0.0,0.36363636363636365,0.5,0,0,1,1383.4222873900292
2,loan,account_id,order,account_id,1.0,0.996,0.0,0.36363636363636365,0.1,0,0,1,9.488269794721408
3,loan,account_id,disp,account_id,1.0,0.996,0.0,0.36363636363636365,0.5,0,0,1,7.8724340175953085
4,loan,account_id,account,account_id,1.0,0.996,0.0,0.36363636363636365,0.5,0,0,1,6.5982404692082115
5,loan,date,trans,date,0.8196480938416422,0.0,0.0,0.09090909090909091,0.3,0,0,0,1383.4222873900292
6,district,district_id,trans,amount,1.0,0.982,0.8,0.2727272727272727,1.0,0,0,1,12253.168831168832
7,district,district_id,client,district_id,1.0,1.0,0.8,0.2727272727272727,0.4,0,1,1,69.72727272727273
8,district,district_id,account,district_id,1.0,1.0,0.8,0.2727272727272727,0.4,0,1,1,58.44155844155844
9,district,A5,trans,amount,0.6883116883116883,0.982,0.0,0.09090909090909091,1.0,0,0,0,12253.168831168832
10,card,disp_id,disp,disp_id,1.0,1.0,0.0,0.09090909090909091,0.3,0,0,1,6.0190582959641254
11,account,account_id,trans,account_id,1.0,1.0,1.0,0.18181818181818182,0.5,0,1,1,209.6653333333333
12,account,account_id,disp,account_id,1.0,1.0,1.0,0.18181818181818182,0.5,0,1,1,1.1931111111111112
13,district,A9,trans,account_id,0.1428571428571428,0.975,0.0,1.0,0.5,0,0,0,12253.168831168832
14,district,A9,trans,amount,0.1428571428571428,0.985,0.0,1.0,1.0,0,0,0,12253.168831168832
15,district,A9,district,district_id,0.1428571428571428,0.0,0.0,1.0,0.4,1,0,0,1.0
16,district,A9,district,A7,0.1428571428571428,0.0,0.0,1.0,0.2,1,0,0,1.0
17,district,A9,disp,disp_id,0.1428571428571428,0.976,0.0,1.0,0.3,0,0,0,69.72727272727273
18,district,A9,disp,client_id,0.1428571428571428,0.975,0.0,1.0,0.3,0,0,0,69.72727272727273
19,district,A9,disp,account_id,0.1428571428571428,0.972,0.0,1.0,0.5,0,0,0,69.72727272727273
20,district,A9,client,client_id,0.1428571428571428,0.975,0.0,1.0,0.3,0,0,0,69.72727272727273
21,district,A9,client,district_id,0.1428571428571428,0.997,0.0,1.0,0.4,0,0,0,69.72727272727273
22,district,A9,account,account_id,0.1428571428571428,0.972,0.0,1.0,0.5,0,0,0,58.44155844155844
23,district,A9,account,district_id,0.1428571428571428,0.997,0.0,1.0,0.4,0,0,0,58.44155844155844
24,account,district_id,trans,amount,0.0171111111111111,0.979,0.8,0.2727272727272727,1.0,0,0,1,209.6653333333333
25,account,district_id,district,district_id,0.0171111111111111,1.0,0.8,0.2727272727272727,0.4,0,1,1,0.0171111111111111
26,account,district_id,client,district_id,0.0171111111111111,1.0,0.8,0.2727272727272727,0.4,0,1,1,1.1931111111111112
27,district,A14,trans,amount,0.5714285714285714,0.979,0.0,0.09090909090909091,1.0,0,0,0,12253.168831168832
28,client,district_id,trans,amount,0.014341590612777,0.979,0.8,0.2727272727272727,1.0,0,0,1,175.72993108586329
29,client,district_id,district,district_id,0.014341590612777,1.0,0.8,0.2727272727272727,0.4,0,1,1,0.014341590612777
30,client,district_id,account,district_id,0.014341590612777,1.0,0.8,0.2727272727272727,0.4,0,1,1,0.8381449059415161
31,disp,client_id,client,client_id,1.0,1.0,0.6,0.09090909090909091,0.3,0,1,1,1.0
32,disp,account_id,trans,account_id,0.8381449059415161,1.0,1.0,0.18181818181818182,0.5,0,1,1,175.72993108586329
33,disp,account_id,account,account_id,0.8381449059415161,1.0,1.0,0.18181818181818182,0.5,0,1,1,0.8381449059415161
34,client,client_id,disp,client_id,1.0,1.0,0.6,0.09090909090909091,0.3,0,1,1,1.0
35,district,A7,trans,amount,0.2207792207792207,0.986,0.4,0.09090909090909091,1.0,0,0,0,12253.168831168832
36,order,bank_to,trans,bank,0.0020089630659867,0.0,0.0,0.09090909090909091,0.1,0,0,0,145.8034306907742
37,account,date,trans,date,0.3411111111111111,0.0,0.0,0.09090909090909091,0.3,0,0,0,209.6653333333333
38,district,A8,trans,amount,0.0779220779220779,0.976,0.0,0.18181818181818182,1.0,0,0,0,12253.168831168832
39,district,A8,district,A7,0.0779220779220779,0.0,0.0,0.18181818181818182,0.2,1,0,0,1.0
40,district,A6,trans,amount,0.4675324675324675,0.988,0.0,0.09090909090909091,1.0,0,0,0,12253.168831168832
41,loan,duration,trans,trans_id,0.0073313782991202,0.981,0.0,0.8181818181818182,0.1,0,0,0,1383.4222873900292
42,loan,duration,trans,amount,0.0073313782991202,0.988,0.0,0.8181818181818182,1.0,0,0,0,1383.4222873900292
43,loan,duration,district,district_id,0.0073313782991202,0.997,0.0,0.8181818181818182,0.4,0,0,0,0.1129032258064516
44,loan,duration,disp,disp_id,0.0073313782991202,0.978,0.0,0.8181818181818182,0.3,0,0,0,7.8724340175953085
45,loan,duration,disp,client_id,0.0073313782991202,0.978,0.0,0.8181818181818182,0.3,0,0,0,7.8724340175953085
