,Foreign_table,Foreign_key,Primary_table,Primary_key,F1,F2,F3,F4,F5,F6,F8,F9,F10
0,C_Warehouse,w_id,C_Stock,s_i_id,1.0,0.976,0.3142857142857143,1.0,1.0,0,0,1,100000.0
1,C_Warehouse,w_id,C_Stock,s_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,100000.0
2,C_Warehouse,w_id,C_Stock,s_ytd,1.0,0.985,0.3142857142857143,1.0,0.7428571428571429,0,0,1,100000.0
3,C_Warehouse,w_id,C_Stock,s_order_cnt,1.0,0.985,0.3142857142857143,1.0,0.4,0,0,1,100000.0
4,C_Warehouse,w_id,C_Order,o_id,1.0,0.952,0.3142857142857143,1.0,0.8285714285714286,0,0,1,30132.0
5,C_Warehouse,w_id,C_Order,o_d_id,1.0,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,1,30132.0
6,C_Warehouse,w_id,C_Order,o_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,30132.0
7,C_Warehouse,w_id,C_Order,o_c_id,1.0,0.952,0.3142857142857143,1.0,0.7428571428571429,0,0,1,30132.0
8,C_Warehouse,w_id,C_Order,o_carrier_id,1.0,0.0,0.3142857142857143,1.0,0.6,0,0,1,30132.0
9,C_Warehouse,w_id,C_Order,o_all_local,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,30132.0
10,C_Warehouse,w_id,C_Order_Line,ol_o_id,1.0,0.952,0.3142857142857143,1.0,0.8285714285714286,0,0,1,300741.0
11,C_Warehouse,w_id,C_Order_Line,ol_d_id,1.0,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,1,300741.0
12,C_Warehouse,w_id,C_Order_Line,ol_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,300741.0
13,C_Warehouse,w_id,C_Order_Line,ol_number,1.0,0.984,0.3142857142857143,1.0,0.6285714285714286,0,0,1,300741.0
14,C_Warehouse,w_id,C_Order_Line,ol_i_id,1.0,0.975,0.3142857142857143,1.0,0.4,0,0,1,300741.0
15,C_Warehouse,w_id,C_Order_Line,ol_supply_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,300741.0
16,C_Warehouse,w_id,C_Order_Line,ol_quantity,1.0,0.97,0.3142857142857143,1.0,0.5714285714285714,0,0,1,300741.0
17,C_Warehouse,w_id,C_New_Order,no_d_id,1.0,0.986,0.3142857142857143,1.0,0.5714285714285714,0,0,1,9092.0
18,C_Warehouse,w_id,C_New_Order,no_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,9092.0
19,C_Warehouse,w_id,C_Item,i_id,1.0,0.976,0.3142857142857143,1.0,1.0,0,0,1,100000.0
20,C_Warehouse,w_id,C_Item,i_im_id,1.0,0.0,0.3142857142857143,1.0,0.7428571428571429,0,0,1,100000.0
21,C_Warehouse,w_id,C_Item,i_price,1.0,0.0,0.3142857142857143,1.0,0.6571428571428571,0,0,1,100000.0
22,C_Warehouse,w_id,C_History,h_c_id,1.0,0.952,0.3142857142857143,1.0,0.7428571428571429,0,0,1,30117.0
23,C_Warehouse,w_id,C_History,h_c_d_id,1.0,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,1,30117.0
24,C_Warehouse,w_id,C_History,h_c_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,30117.0
25,C_Warehouse,w_id,C_History,h_d_id,1.0,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,1,30117.0
26,C_Warehouse,w_id,C_History,h_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,30117.0
27,C_Warehouse,w_id,C_History,h_amount,1.0,0.0,0.3142857142857143,1.0,0.37142857142857144,0,0,1,30117.0
28,C_Warehouse,w_id,C_District,d_id,1.0,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,1,10.0
29,C_Warehouse,w_id,C_District,d_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,10.0
30,C_Warehouse,w_id,C_Customer,c_id,1.0,0.952,0.3142857142857143,1.0,0.7428571428571429,0,0,1,30000.0
31,C_Warehouse,w_id,C_Customer,c_d_id,1.0,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,1,30000.0
32,C_Warehouse,w_id,C_Customer,c_w_id,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,30000.0
33,C_Warehouse,w_id,C_Customer,c_payment_cnt,1.0,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,1,30000.0
34,C_Order,o_all_local,C_Warehouse,w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,3.31873091729e-05
35,C_Order,o_all_local,C_Stock,s_i_id,3.31873091729e-05,0.976,0.3142857142857143,1.0,1.0,0,0,0,3.3187309172972252
36,C_Order,o_all_local,C_Stock,s_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,3.3187309172972252
37,C_Order,o_all_local,C_Stock,s_ytd,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.7428571428571429,0,0,0,3.3187309172972252
38,C_Order,o_all_local,C_Stock,s_order_cnt,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.4,0,0,0,3.3187309172972252
39,C_Order,o_all_local,C_Order,o_id,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.8285714285714286,1,0,0,1.0
40,C_Order,o_all_local,C_Order,o_d_id,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.5714285714285714,1,0,0,1.0
41,C_Order,o_all_local,C_Order,o_w_id,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.3142857142857143,1,0,0,1.0
42,C_Order,o_all_local,C_Order,o_c_id,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.7428571428571429,1,0,0,1.0
43,C_Order,o_all_local,C_Order,o_carrier_id,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.6,1,0,0,1.0
44,C_Order,o_all_local,C_Order_Line,ol_o_id,3.31873091729e-05,0.952,0.3142857142857143,1.0,0.8285714285714286,1,0,0,9.980784547988849
45,C_Order,o_all_local,C_Order_Line,ol_d_id,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.5714285714285714,1,0,0,9.980784547988849
46,C_Order,o_all_local,C_Order_Line,ol_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,1,1,0,9.980784547988849
47,C_Order,o_all_local,C_Order_Line,ol_number,3.31873091729e-05,0.984,0.3142857142857143,1.0,0.6285714285714286,1,0,0,9.980784547988849
48,C_Order,o_all_local,C_Order_Line,ol_i_id,3.31873091729e-05,0.975,0.3142857142857143,1.0,0.4,1,0,0,9.980784547988849
49,C_Order,o_all_local,C_Order_Line,ol_supply_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,1,1,0,9.980784547988849
50,C_Order,o_all_local,C_Order_Line,ol_quantity,3.31873091729e-05,0.97,0.3142857142857143,1.0,0.5714285714285714,1,0,0,9.980784547988849
51,C_Order,o_all_local,C_New_Order,no_d_id,3.31873091729e-05,0.986,0.3142857142857143,1.0,0.5714285714285714,0,0,0,0.3017390150006637
52,C_Order,o_all_local,C_New_Order,no_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,0.3017390150006637
53,C_Order,o_all_local,C_Item,i_id,3.31873091729e-05,0.976,0.3142857142857143,1.0,1.0,0,0,0,3.3187309172972252
54,C_Order,o_all_local,C_Item,i_im_id,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.7428571428571429,0,0,0,3.3187309172972252
55,C_Order,o_all_local,C_Item,i_price,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.6571428571428571,0,0,0,3.3187309172972252
56,C_Order,o_all_local,C_History,h_c_id,3.31873091729e-05,0.952,0.3142857142857143,1.0,0.7428571428571429,0,0,0,0.9995021903624054
57,C_Order,o_all_local,C_History,h_c_d_id,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,0,0.9995021903624054
58,C_Order,o_all_local,C_History,h_c_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,0.9995021903624054
59,C_Order,o_all_local,C_History,h_d_id,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,0,0.9995021903624054
60,C_Order,o_all_local,C_History,h_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,0.9995021903624054
61,C_Order,o_all_local,C_History,h_amount,3.31873091729e-05,0.0,0.3142857142857143,1.0,0.37142857142857144,0,0,0,0.9995021903624054
62,C_Order,o_all_local,C_District,d_id,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,0,0.0003318730917297
63,C_Order,o_all_local,C_District,d_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,0.0003318730917297
64,C_Order,o_all_local,C_Customer,c_id,3.31873091729e-05,0.952,0.3142857142857143,1.0,0.7428571428571429,0,0,0,0.9956192751891676
65,C_Order,o_all_local,C_Customer,c_d_id,3.31873091729e-05,0.985,0.3142857142857143,1.0,0.5714285714285714,0,0,0,0.9956192751891676
66,C_Order,o_all_local,C_Customer,c_w_id,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,0.9956192751891676
67,C_Order,o_all_local,C_Customer,c_payment_cnt,3.31873091729e-05,1.0,0.3142857142857143,1.0,0.3142857142857143,0,1,0,0.9956192751891676
68,C_Stock,s_i_id,C_Item,i_id,1.0,1.0,1.0,0.029411764705882353,1.0,0,1,1,1.0
69,C_Stock,s_remote_cnt,C_Stock,s_ytd,1e-05,0.0,0.02857142857142857,0.17647058823529413,0.7428571428571429,1,0,0,1.0
70,C_Stock,s_remote_cnt,C_Stock,s_order_cnt,1e-05,0.0,0.02857142857142857,0.17647058823529413,0.4,1,0,0,1.0
71,C_Stock,s_remote_cnt,C_Order_Line,ol_amount,1e-05,0.0,0.02857142857142857,0.17647058823529413,0.05714285714285714,0,0,0,3.00741
72,C_Stock,s_remote_cnt,C_Customer,c_state,1e-05,0.0,0.02857142857142857,0.17647058823529413,0.11428571428571428,0,0,0,0.2989
