PK - Section,PK - Table,PK - ColName,To,FK - Section,FK - Table,FK - ColName
,pte_drug,drug_id,,,active,Arg0
,pte_drug,drug_id,,,postestactive,Arg0
,pte_drug,drug_id,,,postestactive_Neg,Arg0
,pte_number,Binary,,,pte_active,is_active
,pte_drug,drug_id,,,pte_active,drug_id
,pte_drug,drug_id,,,pte_alcohol,Arg0
,pte_drug,drug_id,,,pte_alkyl_halide,Arg0
,pte_drug,drug_id,,,pte_ames,Arg0
,pte_drug,drug_id,,,pte_amine,Arg0
,pte_drug,drug_id,,,pte_atm,drug_id
,pte_atm,atom_id,,,pte_atm_bond_count,atom_id
,pte_drug,drug_id,,,pte_atm_count,Arg0
,pte_drug,drug_id,,,pte_atm_max_charge,Arg0
,pte_drug,drug_id,,,pte_atm_min_charge,Arg0
,pte_atm,atom_id,,,pte_bond,atom_id1
,pte_atm,atom_id,,,pte_bond,atom_id2
,pte_drug,drug_id,,,pte_bond,drug_id
,pte_drug,drug_id,,,pte_bond_count,Arg0
,pte_drug,drug_id,,,pte_ester,Arg0
,pte_drug,drug_id,,,pte_ether,Arg0
,pte_drug,drug_id,,,pte_five_ring,Arg0
,pte_drug,drug_id,,,pte_has_property,Arg0
,pte_drug,drug_id,,,pte_imine,Arg0
,pte_drug,drug_id,,,pte_ind,Arg0
,pte_drug,drug_id,,,pte_ketone,Arg0
,pte_drug,drug_id,,,pte_methoxy,Arg0
,pte_drug,drug_id,,,pte_methyl,Arg0
,pte_drug,drug_id,,,pte_mutagenic,Arg0
,pte_drug,drug_id,,,pte_nitro,Arg0
,pte_drug,drug_id,,,pte_non_ar_5c_ring,Arg0
,pte_drug,drug_id,,,pte_non_ar_6c_ring,Arg0
,pte_drug,drug_id,,,pte_non_ar_hetero_5_ring,Arg0
,pte_drug,drug_id,,,pte_non_ar_hetero_6_ring,Arg0
,pte_drug,drug_id,,,pte_phenol,Arg0
,pte_drug,drug_id,,,pte_six_ring,Arg0
,pte_drug,drug_id,,,pte_sulfide,Arg0
,pte_drug,drug_id,,,pte_sulfo,Arg0
,pte_drug,drug_id,,,pte_testactive,Arg0
,pte_drug,drug_id,,,pte_testactive_Neg,Arg0
